,Datetime,Day Ct,Day Num,Day Trial Ct,Set Ct,Trial Ct,Set Trial Ct,Speculum Type,Spec Ang,Spec Ht,Size,Brand,Material,Material Type,Method,Hand,Opening Distance,Trial Num,mmHg,Filename,Used,Notes,url,Label ID,Ann Ct,Reviews Ct,Open Issues,Skipped,created_at,updated_at,Label Seconds,Created By,Agreement,Benchmark Agreement,Benchmark ID,wd,ht,wd_start,ht_start,wd_rel,ht_rel
11,2022-04-23 14:33:55.296,1,11,2,1,2,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,3.2,5,160,20220423_143355.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F8270c425-c0f3-7b72-baa6-a2fd71fc5753-20220423_143355.jpg?Expires=1680482401204&KeyName=labelbox-assets-key-3&Signature=1fSpq2smotiy2Dv_h5ywlqpKNVo,cl2cf8a6x5jvm0zah3swugpw8,1,0,0.0,False,2022-04-23T22:17:15.000Z,2022-04-23T22:17:54.000Z,3.907,ryerrabelli@gmail.com,-1.0,-1.0,,84.0,145.0,792.0,2437.0,0.6967509025270758,0.4032921810699589
12,2022-04-23 14:34:01.344,1,12,2,1,2,2,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,3.2,6,200,20220423_143401.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F4b622045-5700-ce69-9810-0b2571595e2a-20220423_143401.jpg?Expires=1680482401204&KeyName=labelbox-assets-key-3&Signature=BECVtvRHqMBii0Sp3ghQFEi1Mn4,cl2cf8pne5k4x0zdf12rw9tef,1,0,0.0,False,2022-04-23T22:17:54.000Z,2022-04-23T22:18:56.000Z,1.25,ryerrabelli@gmail.com,-1.0,-1.0,,67.0,121.0,796.0,2439.0,0.7581227436823105,0.5020576131687242
13,2022-04-23 14:37:56.352,1,13,3,1,3,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,2.7,1,0,20220423_143756.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F6d1fb1b4-5386-82e4-966f-d844f324b3a9-20220423_143756.jpg?Expires=1680482401204&KeyName=labelbox-assets-key-3&Signature=wIlSZV_KeGqyeHH88SKTjlvl8EA,cl2cf9clx5imo0zcab25j5o7b,1,0,0.0,False,2022-04-23T22:19:04.000Z,2022-04-23T22:19:45.000Z,0.156,ryerrabelli@gmail.com,-1.0,-1.0,,227.0,222.0,866.0,2432.0,0.0,0.0
14,2022-04-23 14:38:10.176,1,14,3,1,3,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,2.7,2,40,20220423_143810.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fa3127d07-4bb7-9be8-5cd7-d8c6e6ef23ab-20220423_143810.jpg?Expires=1680482401205&KeyName=labelbox-assets-key-3&Signature=mn1eZFM5uHKOHGYK5m1BgRvXbCc,cl2cfa6ut5oux10cd6lj0bpya,1,0,0.0,False,2022-04-23T22:21:14.000Z,2022-04-23T22:21:45.000Z,5.011,ryerrabelli@gmail.com,-1.0,-1.0,,197.0,169.0,849.0,2460.0,0.13215859030837007,0.23873873873873874
15,2022-04-23 14:38:15.360,1,15,3,1,3,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,2.7,3,80,20220423_143815.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F63112db6-64f3-d7c4-21a6-83e8ee92da07-20220423_143815.jpg?Expires=1680482401205&KeyName=labelbox-assets-key-3&Signature=TFXbkWesjka5xzU1R2-GoMtAEcE,cl2ckyvt85zjo0zahgmls6rhu,1,0,0.0,False,2022-04-24T00:58:24.000Z,2022-04-24T00:58:51.000Z,1.547,ryerrabelli@gmail.com,-1.0,-1.0,,134.0,160.0,878.0,2432.0,0.4096916299559471,0.2792792792792793
16,2022-04-23 14:38:24.000,1,16,3,1,3,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,2.7,4,120,20220423_143824.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fd5918f5a-1363-7347-cd34-924205589432-20220423_143824.jpg?Expires=1680482401205&KeyName=labelbox-assets-key-3&Signature=AoFdeZxsaWCvfMEv1Sl1EYcSkQo,cl2ckxsye60720zamftz14dgz,1,0,0.0,False,2022-04-24T00:57:04.000Z,2022-04-24T00:57:31.000Z,1.45,ryerrabelli@gmail.com,-1.0,-1.0,,82.0,166.0,900.0,2400.0,0.6387665198237886,0.25225225225225223
17,2022-04-23 14:38:29.184,1,17,3,1,3,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,2.7,5,160,20220423_143829.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F388a3201-70c0-2ad9-9d16-f1ae9c146436-20220423_143829.jpg?Expires=1680482401205&KeyName=labelbox-assets-key-3&Signature=mB1WNZIqG_eAm4DZiFYpyidLWvc,cl2ckxt4v5zv40zdf3esaag11,1,0,0.0,False,2022-04-24T00:57:31.000Z,2022-04-24T00:58:24.000Z,2.764,ryerrabelli@gmail.com,-1.0,-1.0,,60.0,155.0,912.0,2389.0,0.7356828193832599,0.30180180180180183
18,2022-04-23 14:38:34.368,1,18,3,1,3,3,White,5,0,M,STRONG-Black,Nitrile,Glove,Middle,A,2.7,6,200,20220423_143834.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F2fcaf846-c9d8-38e6-7159-93152bb7565d-20220423_143834.jpg?Expires=1680482401205&KeyName=labelbox-assets-key-3&Signature=E8GEZ-a3bg__ppH-OB_geVnFPZk,cl2ckzghy62040zag2ouj4k7m,1,0,0.0,False,2022-04-24T00:58:51.000Z,2022-04-24T00:59:47.000Z,0.363,ryerrabelli@gmail.com,-1.0,-1.0,,56.0,136.0,918.0,2386.0,0.7533039647577092,0.3873873873873874
19,2022-04-23 14:51:06.048,1,22,7,5,8,1,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.3,1,0,20220423_145106.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F391640d3-8c0f-4480-32ff-849ded96f892-20220423_145106.jpg?Expires=1680482401206&KeyName=labelbox-assets-key-3&Signature=UBjnhj9EuQNDCIk1Y-A2A2DV8Xs,cl2cl0lha5xzk0zca1xkp78z7,1,0,0.0,False,2022-04-24T00:59:46.000Z,2022-04-24T01:00:26.000Z,4.234,ryerrabelli@gmail.com,-1.0,-1.0,,307.0,196.0,752.0,2124.0,0.0,0.0
20,2022-04-23 14:51:16.416,1,23,7,5,8,1,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.3,2,40,20220423_145116.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fb1c58ce7-d168-8ec2-c90e-d11353cf558a-20220423_145116.jpg?Expires=1680482401206&KeyName=labelbox-assets-key-3&Signature=08Rr0LQ8HybBW0G7GxzanUQhUpo,cl2cl168e5y0n0zcadt5sehm6,1,0,0.0,False,2022-04-24T01:00:26.000Z,2022-04-24T01:00:44.000Z,2.138,ryerrabelli@gmail.com,-1.0,-1.0,,292.0,263.0,766.0,2044.0,0.04885993485342022,-0.34183673469387754
21,2022-04-23 14:51:24.192,1,24,7,5,8,1,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.3,3,80,20220423_145124.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F4336b0e1-bc99-a8ca-3bf1-46e9e5457de7-20220423_145124.jpg?Expires=1680482401206&KeyName=labelbox-assets-key-3&Signature=n2zmAycjvmcAz4pDjMSIMfGoFX8,cl2cl2d6w5y290zcafu4v8p5b,1,0,0.0,False,2022-04-24T01:00:43.000Z,2022-04-24T01:01:15.000Z,1.215,ryerrabelli@gmail.com,-1.0,-1.0,,258.0,257.0,770.0,2076.0,0.1596091205211726,-0.31122448979591844
22,2022-04-23 14:51:29.376,1,25,7,5,8,1,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.3,4,120,20220423_145129.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F6aa2dbfb-261e-d19f-72b7-073484d15ac8-20220423_145129.jpg?Expires=1680482401206&KeyName=labelbox-assets-key-3&Signature=BaSgNrb1-21VST7voMPrC8_gt0E,cl2cl37qi623z0zaggaj12vyh,1,0,0.0,False,2022-04-24T01:01:15.000Z,2022-04-24T01:01:51.000Z,4.922,ryerrabelli@gmail.com,-1.0,-1.0,,231.0,252.0,784.0,2078.0,0.247557003257329,-0.2857142857142858
23,2022-04-23 14:51:33.696,1,26,7,5,8,1,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.3,5,160,20220423_145134.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F6957b74b-ea14-dfaf-fb6d-ce39108b58b2-20220423_145134.jpg?Expires=1680482401206&KeyName=labelbox-assets-key-3&Signature=d8gGPZRbGX12jqwRtY1Jcy2LW4E,cl2cl3l795zph0zahfb0pa9v6,1,0,0.0,False,2022-04-24T01:02:04.000Z,2022-04-24T01:02:20.000Z,4.728,ryerrabelli@gmail.com,-1.0,-1.0,,224.0,158.0,785.0,2076.0,0.2703583061889251,0.19387755102040816
24,2022-04-23 14:51:42.336,1,27,7,5,8,1,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.3,6,200,20220423_145142.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F0f53404f-622c-ce3a-e400-ac759f4a9aaa-20220423_145142.jpg?Expires=1680482401206&KeyName=labelbox-assets-key-3&Signature=Iu94GqFtVVECIR-opf8e9WYleLs,cl2cl49jt60e10zam3yorfawq,1,0,0.0,False,2022-04-24T01:02:20.000Z,2022-04-24T01:03:04.000Z,1.923,ryerrabelli@gmail.com,-1.0,-1.0,,226.0,154.0,790.0,2074.0,0.26384364820846906,0.2142857142857143
25,2022-04-23 14:59:03.840,1,28,8,5,9,2,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.05,1,0,20220423_145904.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fc37bbf48-38d6-e827-c3e3-9ef684633479-20220423_145904.jpg?Expires=1680482401206&KeyName=labelbox-assets-key-3&Signature=LJuYv5TA545PxLou_yyPhv_2y14,cl2cl5buj64f010cdb5cy0288,1,0,0.0,False,2022-04-24T01:03:03.000Z,2022-04-24T01:03:15.000Z,4.847,ryerrabelli@gmail.com,-1.0,-1.0,,302.0,32.0,957.0,2221.0,0.0,0.0
26,2022-04-23 14:59:13.344,1,29,8,5,9,2,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.05,2,40,20220423_145913.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fd5e1fb35-c8d3-2b03-ed65-f1d51c2bedc3-20220423_145913.jpg?Expires=1680482401207&KeyName=labelbox-assets-key-3&Signature=3O2vzegJGMrQAQdo2quRNtjEZe4,cl2cl5oh268040zcc9p666sp8,1,0,0.0,False,2022-04-24T01:03:14.000Z,2022-04-24T01:03:24.000Z,3.575,ryerrabelli@gmail.com,-1.0,-1.0,,296.0,32.0,968.0,2215.0,0.019867549668874163,0.0
27,2022-04-23 14:59:16.800,1,30,8,5,9,2,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.05,3,80,20220423_145917.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F72fbe587-c4d6-75cf-bc68-a55c6faeedac-20220423_145917.jpg?Expires=1680482401207&KeyName=labelbox-assets-key-3&Signature=X26DnaYTBfaRT2ibXScWZ44MVxo,cl2cl6luq64fp10cd5sapfsf7,1,0,0.0,False,2022-04-24T01:03:23.000Z,2022-04-24T01:03:36.000Z,1.656,ryerrabelli@gmail.com,-1.0,-1.0,,281.0,41.0,986.0,2198.0,0.06953642384105962,-0.28125
28,2022-04-23 14:59:20.256,1,31,8,5,9,2,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.05,4,120,20220423_145920.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fc8ca71f9-edac-3800-9f9c-39dc5371f2a3-20220423_145920.jpg?Expires=1680482401207&KeyName=labelbox-assets-key-3&Signature=es0igHXN2JMwjAweq-oLihPCors,cl2cl6tpt628r0zageew1e4la,1,0,0.0,False,2022-04-24T01:03:35.000Z,2022-04-24T01:03:54.000Z,2.492,ryerrabelli@gmail.com,-1.0,-1.0,,255.0,38.0,989.0,2189.0,0.1556291390728477,-0.1875
29,2022-04-23 14:59:23.712,1,32,8,5,9,2,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.05,5,160,20220423_145924.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F612cc526-32d4-4370-67e5-52c1c3b23f5e-20220423_145924.jpg?Expires=1680482401207&KeyName=labelbox-assets-key-3&Signature=ctAyq1xfP73rjNpq3sgoxMtT2Fw,cl2cl70kl5zs70zah9v4o07tq,1,0,0.0,False,2022-04-24T01:03:54.000Z,2022-04-24T01:04:10.000Z,0.485,ryerrabelli@gmail.com,-1.0,-1.0,,188.0,20.0,1021.0,2195.0,0.3774834437086093,0.375
30,2022-04-23 14:59:28.896,1,33,8,5,9,2,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.05,6,200,20220423_145929.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F3b9910d1-9483-4472-fe6c-4208353ca81c-20220423_145929.jpg?Expires=1680482401207&KeyName=labelbox-assets-key-3&Signature=i9C-dDwUEn71Pe5qIpr1kGO0l2M,cl2cl7als60ge0zamgv5mgxyu,1,0,0.0,False,2022-04-24T01:04:10.000Z,2022-04-24T01:04:23.000Z,2.755,ryerrabelli@gmail.com,-1.0,-1.0,,188.0,18.0,1018.0,2180.0,0.3774834437086093,0.4375
31,2022-04-23 15:03:15.264,1,34,9,5,10,3,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.0,1,0,20220423_150315.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F712dfefb-ca5c-25e0-6f34-7899210e120f-20220423_150315.jpg?Expires=1680482401207&KeyName=labelbox-assets-key-3&Signature=koMyQzzfrIZ8tWqOqoL6cd5SE0U,cl2cl7o6r681e0zccedl1dsz2,1,0,0.0,False,2022-04-24T01:04:23.000Z,2022-04-24T01:04:47.000Z,3.056,ryerrabelli@gmail.com,-1.0,-1.0,,188.0,26.0,983.0,2204.0,0.0,0.0
32,2022-04-23 15:03:19.584,1,35,9,5,10,3,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.0,2,40,20220423_150320.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fb8c776d2-a984-e987-ecc9-4e3c4c158920-20220423_150320.jpg?Expires=1680482401208&KeyName=labelbox-assets-key-3&Signature=29IBKEZ2eaBLSwFKBIX3t326bBk,cl2cl80d7629r0zag5ph840d0,1,0,0.0,False,2022-04-24T01:04:46.000Z,2022-04-24T01:05:12.000Z,4.81,ryerrabelli@gmail.com,-1.0,-1.0,,164.0,29.0,999.0,2201.0,0.12765957446808507,-0.11538461538461542
33,2022-04-23 15:03:23.904,1,36,9,5,10,3,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.0,3,80,20220423_150324.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F0fcac30d-6058-7cdb-5517-f59a97321207-20220423_150324.jpg?Expires=1680482401208&KeyName=labelbox-assets-key-3&Signature=DAGC_JvCVQZ6INVDSbVv8H2Nf-0,cl2cl8af560ht0zamar7l9p3j,1,0,0.0,False,2022-04-24T01:05:11.000Z,2022-04-24T01:05:32.000Z,27.924,ryerrabelli@gmail.com,-1.0,-1.0,,268.0,30.0,953.0,2190.0,-0.42553191489361697,-0.15384615384615374
34,2022-04-23 15:03:29.952,1,37,9,5,10,3,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.0,4,120,20220423_150330.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F16145540-e2de-14c3-4452-aac713a9b136-20220423_150330.jpg?Expires=1680482401208&KeyName=labelbox-assets-key-3&Signature=tCI1-yrv3twzWhCo4TZP5SNg1AE,cl2cl8si9681z0zcc72wze85l,1,0,0.0,False,2022-04-24T01:05:32.000Z,2022-04-24T01:05:48.000Z,24.344,ryerrabelli@gmail.com,-1.0,-1.0,,258.0,26.0,941.0,2191.0,-0.37234042553191493,0.0
35,2022-04-23 15:03:34.272,1,38,9,5,10,3,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.0,5,160,20220423_150334.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2Fadbf5484-e7a9-e57c-224e-9751236be1fe-20220423_150334.jpg?Expires=1680482401208&KeyName=labelbox-assets-key-3&Signature=eoQYr8EYmEoo6hh-ycu9aiw4gPI,cl2cl9buz4wa90zbxfzgy1dcs,1,0,0.0,False,2022-04-24T01:05:47.000Z,2022-04-24T01:06:03.000Z,26.897,ryerrabelli@gmail.com,-1.0,-1.0,,271.0,10.0,942.0,2197.0,-0.4414893617021276,0.6153846153846154
36,2022-04-23 15:03:41.184,1,39,9,5,10,3,White,3,0,M,Primacare,Vinyl,Glove,Middle,A,1.0,6,200,20220423_150341.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F32a932c1-f575-a023-26dd-d73d63ec4e2b-20220423_150341.jpg?Expires=1680482401208&KeyName=labelbox-assets-key-3&Signature=CeyJprEcesFeDzPZ53k4ekVL85c,cl2cl9rru5zua0zah4sc27sbg,1,0,0.0,False,2022-04-24T01:06:02.000Z,2022-04-24T01:07:15.000Z,1.654,ryerrabelli@gmail.com,-1.0,-1.0,,275.0,4.0,938.0,2202.0,-0.4627659574468086,0.8461538461538461
37,2022-04-23 15:07:43.968,1,40,10,6,11,1,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,A,2.75,1,0,20220423_150744.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F3850978f-25f8-d478-06f8-c115bb7426ca-20220423_150744.jpg?Expires=1680482401208&KeyName=labelbox-assets-key-3&Signature=2nGEffFsVfYGDLNqEL_1SQI5IUs,cl2cla3ns682w0zcc2ioh86aq,1,0,0.0,False,2022-04-24T01:07:14.000Z,2022-04-24T01:07:59.000Z,4.023,ryerrabelli@gmail.com,-1.0,-1.0,,292.0,215.0,898.0,2300.0,0.0,0.0
38,2022-04-23 15:07:55.200,1,41,10,6,11,1,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,A,2.75,2,40,20220423_150755.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F1e59dcf0-d085-0016-eb05-f665a47efe77-20220423_150755.jpg?Expires=1680482401208&KeyName=labelbox-assets-key-3&Signature=XOvfG73iYluPpNAoYHEyF5feQQ0,cl2clafdw60800zdffumld2sl,1,0,0.0,False,2022-04-24T01:07:59.000Z,2022-04-24T01:08:41.000Z,1.115,ryerrabelli@gmail.com,-1.0,-1.0,,181.0,284.0,950.0,2213.0,0.38013698630136983,-0.32093023255813957
39,2022-04-23 15:07:58.656,1,42,10,6,11,1,White,5,0,S,STRONG-Black,Nitrile,Glove,Middle,A,2.75,3,80,20220423_150759.jpg,y,,https://storage.labelbox.com/cl2ceiao35hbj0zahefxyfyll%2F26e81768-a0be-12ad-c5f1-736c97dfa769-20220423_150759.jpg?Expires=1680482401209&KeyName=labelbox-assets-key-3&Signature=Zeh6K8KgaJp4EfUntRGBOijoW3E,cl2clbyxf60kv0zamg2lx26yg,1,0,0.0,False,2022-04-24T01:08:41.000Z,2022-04-24T01:09:15.000Z,3.156,ryerrabelli@gmail.com,-1.0,-1.0,,119.0,273.0,979.0,2196.0,0.5924657534246576,-0.2697674418604652
